Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpReceiver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PORT; DEFAULT_USERNAME; DEFAULT_TIMEOUT; DEFAULT_SECURE; PORT_PREFERENCE_KEY; KEY_PREFERENCE_PATH; KEY_PREFERENCE_USERNAME; KEY_PREFERENCE_PASSWORD; KEY_PREFERENCE_TIMEOUT; KEY_PREFERENCE_SECURE; DEFAULT_PATH; INITIALS_HOST_FTP; INITIALS_HOST_SFTP; WIFI_AP_ADDRESS_PREFIX; KEYSTORE_PASSWORD; ACTION_START_FTPSERVER; ACTION_STOP_FTPSERVER; TAG_STARTED_BY_TILE; username; password; isPasswordProtected; server; serverThread; isStartedByTile
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpService,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CompressedItemViewHolder; RoundedImageView; Utils; HybridFileParcelable; MainActivity; DataUtils; AppConfig; UtilitiesProvider; ColorPreferenceHelper; UtilsHandler; SmbUtil; CryptUtil; HybridFile; OnFileFound; LayoutElementParcelable; Icons; CompressedHelper; Decompressor; ExtractService; MimeTypes; OTGUtil; RootHelper; FileUtils; PermissionsActivity; GeneralDialogCreation; ThemedActivity; ColorPickerDialog; CountItemsOrAndSizeTask; GenerateHashesTask; GenericCopyUtil; CloudUtil; CloudStreamer; CloudStreamServer; Streamer; CloudHandler; CloudSheetFragment; SmbSearchDialog; SubnetScanner; SftpConnectDialog; MainFragment; RecyclerAdapter; ItemViewHolder; ThemedTextView; SpecialViewHolder; AnimUtils; ColorUtils; DividerItemDecoration; FastScroller; LoadFilesListTask; PasteHelper; SearchWorkerFragment; SearchAsyncTask; Tab; MainActivityHelper; TabFragment; Indicator; TabHandler; ZipService; FileUtil; Operations; SshClientUtils; SshConnectionPool; EncryptDecryptUtils; EncryptService; LoadFolderSpaceDataTask; FingerprintHandler; AppsListFragment; AppsAdapter; AppHolder; CopyService; HiddenAdapter; ErrorActivity; AppBar; SearchView; BottomBar; Drawer; Billing; CloudLoaderAsyncTask; CompressedExplorerFragment; CompressedExplorerAdapter; CompressedObjectParcelable; RenameBookmark; SmbConnectDialog; EditTextColorStateUtil; FtpServerFragment; FtpService; FtpNotification
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpService.FtpReceiverActions,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.services.ftp,FtpService.FtpReceiverActions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.test,ShadowCryptUtil,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.test,DummyFileGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.test,ShadowShellInteractive,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AmazeFileManager-3.5.2,com.amaze.filemanager.filesystem,HybridFileParcelableTest,Feature Envy,The tool detected a instance of this smell because writeToParcel is more interested in members of the type: HybridFileParcelable
AmazeFileManager-3.5.2,com.amaze.filemanager.filesystem,OperationsTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
