index,FullClassPath,Project,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label,classpath,Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no,Project_type
10,com.amaze.filemanager.adapters.CompressedExplorerAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CompressedExplorerAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/CompressedExplorerAdapter.java,CompressedExplorerAdapter,381,12,9,0,3,FALSE,FALSE,3,TRUE,FALSE,23,11,35,32,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.adapters.CompressedExplorerAdapter,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters,CompressedExplorerAdapter,13,1,15,12,231,41,0,0,0.2666666666666666,1,12,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/CompressedExplorerAdapter.java,62,Mobile
11,com.amaze.filemanager.adapters.HiddenAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HiddenAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/HiddenAdapter.java,HiddenAdapter,174,8,5,0,2,FALSE,FALSE,2,TRUE,FALSE,4,6,23,12,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.adapters.HiddenAdapter,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters,HiddenAdapter,8,0,6,6,79,11,0,0,0.3333333333333333,1,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/HiddenAdapter.java,50,Mobile
12,com.amaze.filemanager.adapters.RecyclerAdapter,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,RecyclerAdapter,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/RecyclerAdapter.java,RecyclerAdapter,1132,16,24,2,7,FALSE,FALSE,2,TRUE,FALSE,101,37,59,94,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.adapters.RecyclerAdapter,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters,RecyclerAdapter,41,9,29,23,0,157,0,0,0.1379310344827586,2,18,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/RecyclerAdapter.java,87,Mobile
13,com.amaze.filemanager.adapters.data.AppDataParcelable,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AppDataParcelable,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/AppDataParcelable.java,AppDataParcelable,125,4,2,0,0,FALSE,FALSE,3,FALSE,FALSE,1,2,3,8,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.adapters.data.AppDataParcelable,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters.data,AppDataParcelable,14,12,6,5,74,6,0,0,0.5,2,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/AppDataParcelable.java,28,Mobile
14,com.amaze.filemanager.adapters.data.LayoutElementParcelable,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LayoutElementParcelable,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/LayoutElementParcelable.java,LayoutElementParcelable,273,15,7,1,1,FALSE,FALSE,3,FALSE,FALSE,5,3,11,21,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.adapters.data.LayoutElementParcelable,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters.data,LayoutElementParcelable,16,14,14,14,0,24,0,0,0.2142857142857142,9,5,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/LayoutElementParcelable.java,38,Mobile
15,com.amaze.filemanager.adapters.holders.EmptyViewHolder,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,EmptyViewHolder,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/EmptyViewHolder.java,EmptyViewHolder,36,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,0,0,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.adapters.holders.EmptyViewHolder,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters.holders,EmptyViewHolder,0,0,1,1,9,1,0,0,-1,0,0,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/EmptyViewHolder.java,27,Mobile
16,com.amaze.filemanager.adapters.holders.SpecialViewHolder,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SpecialViewHolder,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/SpecialViewHolder.java,SpecialViewHolder,71,3,0,0,0,FALSE,FALSE,3,TRUE,FALSE,3,0,8,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder,com.amaze.filemanager.adapters.holders.SpecialViewHolder,AmazeFileManager-3.5.2,com.amaze.filemanager.adapters.holders,SpecialViewHolder,4,4,1,1,0,4,0,0,0,1,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/adapters/holders/SpecialViewHolder.java,34,Mobile
17,com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CloudLoaderAsyncTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/CloudLoaderAsyncTask.java,CloudLoaderAsyncTask,398,4,3,0,0,FALSE,FALSE,4,FALSE,FALSE,29,2,21,71,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.CloudLoaderAsyncTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,CloudLoaderAsyncTask,4,0,4,3,0,38,0,0,0,1,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/CloudLoaderAsyncTask.java,48,Mobile
18,com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,DbViewerTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DbViewerTask.java,DbViewerTask,173,7,7,0,2,FALSE,FALSE,3,FALSE,FALSE,4,5,7,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.DbViewerTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,DbViewerTask,8,0,8,1,109,22,0,0,0,1,2,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DbViewerTask.java,33,Mobile
19,com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DeleteTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DeleteTask.java,DeleteTask,188,5,5,0,0,FALSE,FALSE,2,FALSE,FALSE,8,6,31,18,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.DeleteTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,DeleteTask,5,0,7,3,0,21,0,0,0,0,13,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/DeleteTask.java,60,Mobile
20,com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GenerateHashesTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/GenerateHashesTask.java,GenerateHashesTask,214,5,5,0,2,FALSE,FALSE,3,FALSE,FALSE,7,2,18,25,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.GenerateHashesTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,GenerateHashesTask,6,0,8,3,122,22,0,0,0,1,4,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/GenerateHashesTask.java,45,Mobile
21,com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LoadFilesListTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/LoadFilesListTask.java,LoadFilesListTask,502,7,14,0,0,FALSE,FALSE,4,FALSE,FALSE,39,12,39,50,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.LoadFilesListTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,LoadFilesListTask,8,0,15,1,0,75,0,0,0,1,15,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/LoadFilesListTask.java,67,Mobile
22,com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,MoveFiles,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/MoveFiles.java,MoveFiles,250,8,4,0,1,FALSE,FALSE,2,FALSE,FALSE,13,4,28,31,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.MoveFiles,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,MoveFiles,8,0,5,3,0,31,0,0,0.4,2,14,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/MoveFiles.java,54,Mobile
23,com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PrepareCopyTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/PrepareCopyTask.java,PrepareCopyTask,440,16,11,0,0,FALSE,FALSE,3,FALSE,FALSE,26,22,28,38,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.PrepareCopyTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,PrepareCopyTask,22,0,12,2,277,41,0,0,0,0,11,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/PrepareCopyTask.java,54,Mobile
24,com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ReadFileTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ReadFileTask.java,ReadFileTask,190,10,3,0,0,FALSE,FALSE,3,FALSE,FALSE,7,3,19,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.ReadFileTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,ReadFileTask,13,6,4,1,0,14,0,0,0,1,5,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ReadFileTask.java,46,Mobile
25,com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SearchAsyncTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/SearchAsyncTask.java,SearchAsyncTask,200,6,11,1,0,FALSE,FALSE,3,FALSE,FALSE,12,13,9,14,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.SearchAsyncTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,SearchAsyncTask,8,0,12,4,0,26,0,0,0,1,4,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/SearchAsyncTask.java,35,Mobile
26,com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,WriteFileAbstraction,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/WriteFileAbstraction.java,WriteFileAbstraction,180,11,3,0,0,FALSE,FALSE,3,FALSE,FALSE,11,4,21,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer,com.amaze.filemanager.asynchronous.asynctasks.WriteFileAbstraction,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks,WriteFileAbstraction,11,4,4,1,0,16,0,0,0,2,6,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/WriteFileAbstraction.java,48,Mobile
27,com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZipHelperTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/compress/ZipHelperTask.java,ZipHelperTask,151,3,1,0,0,FALSE,FALSE,3,FALSE,FALSE,11,1,17,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.compress.ZipHelperTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.compress,ZipHelperTask,3,0,2,1,77,15,0,1,0,1,4,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/compress/ZipHelperTask.java,46,Mobile
28,com.amaze.filemanager.asynchronous.asynctasks.ssh.SshAuthenticationTask,AmazeFileManager-v3.5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SshAuthenticationTask,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ssh/SshAuthenticationTask.java,SshAuthenticationTask,204,7,2,0,0,FALSE,FALSE,3,FALSE,FALSE,4,2,22,23,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.asynctasks.ssh.SshAuthenticationTask,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.asynctasks.ssh,SshAuthenticationTask,7,0,7,5,102,14,0,0,0.2857142857142857,0,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/asynctasks/ssh/SshAuthenticationTask.java,51,Mobile
29,com.amaze.filemanager.asynchronous.handlers.FileHandler,AmazeFileManager-v3.5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,FileHandler,AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/handlers/FileHandler.java,FileHandler,100,3,1,0,0,FALSE,FALSE,2,TRUE,FALSE,5,1,11,15,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider,com.amaze.filemanager.asynchronous.handlers.FileHandler,AmazeFileManager-3.5.2,com.amaze.filemanager.asynchronous.handlers,FileHandler,3,0,2,2,0,10,0,0,0,0,3,/Users/evol-lab/Documents/Projects/roles-smells-metrics-package/data/SourceProjects/Mobile/AmazeFileManager-3.5.2/app/src/main/java/com/amaze/filemanager/asynchronous/handlers/FileHandler.java,38,Mobile
